Ticker,Quantidade,Setor,Data de atualização,Valor Atual,PAYOUT,LPA,VPA,P/L,P/VP,P/SR,ROE,ROA,EBITDA,Margem bruta,Margem líquida,Margem EBITDA,Margem operacional,P/CF,Liquidez corrente,Liquidez imediata,Liquidez seca,Giro do ativo,Endividamento geral,Ativo por ação,Dívida bruta,Dívida líquida,Capital de giro,Receita líquida por ação,EBIT por ação,Margem EBIT
ARMT34,,,2025-04-25 18:39:09,83.72000122070312,25.64%,,,,,,,,,,,,,,,,,,,,,,,,,
ATTB34,,,2025-04-25 18:39:24,50.88999938964844,53.12%,,,,,,,,,,,,,,,,,,,,,,,,,
AXPB34,,,2025-04-25 18:39:34,150.0,16.02%,,,,,,,,,,,,,,,,,,,,,,,,,
BERK34,,,2025-04-25 18:39:48,151.60000610351562,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
BOAC34,,,2025-04-25 18:40:03,56.18000030517578,21.57%,,,,,,,,,,,,,,,,,,,,,,,,,
CATP34,,,2025-04-25 18:40:17,109.0999984741211,24.42%,,,,,,,,,,,,,,,,,,,,,,,,,
CMCS34,,,2025-04-25 18:40:30,38.56999969482422,22.02%,,,,,,,,,,,,,,,,,,,,,,,,,
COCA34,,,2025-04-25 18:40:41,67.80999755859375,73.26%,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO34,,,2025-04-25 18:40:52,64.25,49.93%,,,,,,,,,,,,,,,,,,,,,,,,,
DISB34,,,2025-04-25 18:41:04,33.970001220703125,21.28%,,,,,,,,,,,,,,,,,,,,,,,,,
EXXO34,,,2025-04-25 18:41:16,77.33000183105469,34.58%,,,,,,,,,,,,,,,,,,,,,,,,,
FDMO34,,,2025-04-25 18:41:30,56.959999084472656,29.35%,,,,,,,,,,,,,,,,,,,,,,,,,
GEOO34,,,2025-04-25 18:41:42,1121.199951171875,16.28%,,,,,,,,,,,,,,,,,,,,,,,,,
GSGI34,,,2025-04-25 18:41:55,104.80000305175781,19.31%,,,,,,,,,,,,,,,,,,,,,,,,,
HALI34,,,2025-04-25 18:42:10,117.61000061035156,20.12%,,,,,,,,,,,,,,,,,,,,,,,,,
HOME34,,,2025-04-25 18:42:22,72.26000213623047,42.54%,,,,,,,,,,,,,,,,,,,,,,,,,
HPQB34,,,2025-04-25 18:42:33,142.8800048828125,28.23%,,,,,,,,,,,,,,,,,,,,,,,,,
ITLC34,,,2025-04-25 18:42:44,19.049999237060547,161.44%,,,,,,,,,,,,,,,,,,,,,,,,,
JNJB34,,,2025-04-25 18:42:58,58.619998931884766,38.61%,,,,,,,,,,,,,,,,,,,,,,,,,
JPMC34,,,2025-04-25 18:43:10,138.38999938964844,17.48%,,,,,,,,,,,,,,,,,,,,,,,,,
LMTB34,,,2025-04-25 18:43:20,2689.5400390625,39.25%,,,,,,,,,,,,,,,,,,,,,,,,,
MMMC34,,,2025-04-25 18:43:30,195.1999969482422,24.82%,,,,,,,,,,,,,,,,,,,,,,,,,
MRCK34,,,2025-04-25 18:43:42,57.84000015258789,32.30%,,,,,,,,,,,,,,,,,,,,,,,,,
MSCD34,,,2025-04-25 18:43:52,97.86000061035156,18.86%,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT34,,,2025-04-25 18:44:03,92.37999725341797,17.51%,,,,,,,,,,,,,,,,,,,,,,,,,
NIKE34,,,2025-04-25 18:44:13,32.540000915527344,51.79%,,,,,,,,,,,,,,,,,,,,,,,,,
ORCL34,,,2025-04-25 18:44:27,130.0,34.92%,,,,,,,,,,,,,,,,,,,,,,,,,
PFIZ34,,,2025-04-25 18:44:38,32.72999954223633,85.39%,,,,,,,,,,,,,,,,,,,,,,,,,
PGCO34,,,2025-04-25 18:44:49,65.55000305175781,44.11%,,,,,,,,,,,,,,,,,,,,,,,,,
SBUB34,,,2025-04-25 18:45:03,474.92999267578125,52.38%,,,,,,,,,,,,,,,,,,,,,,,,,
VERZ34,,,2025-04-25 18:45:17,39.70000076293945,45.62%,,,,,,,,,,,,,,,,,,,,,,,,,
VISA34,,,2025-04-25 18:45:29,96.19999694824219,15.11%,,,,,,,,,,,,,,,,,,,,,,,,,
WALM34,,,2025-04-25 18:45:40,33.9900016784668,24.03%,,,,,,,,,,,,,,,,,,,,,,,,,
WFCO34,,,2025-04-25 18:45:52,99.18000030517578,19.76%,,,,,,,,,,,,,,,,,,,,,,,,,
WIZS3,,,2025-04-25 18:46:11,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BOEI34,,,2025-04-25 18:46:24,1004.6099853515625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
CHVX34,,,2025-04-25 18:46:38,78.94999694824219,67.68%,,,,,,,,,,,,,,,,,,,,,,,,,
COPH34,,,2025-04-25 18:46:49,43.22999954223633,19.30%,,,,,,,,,,,,,,,,,,,,,,,,,
CTGP34,,,2025-04-25 18:47:00,64.93000030517578,24.29%,,,,,,,,,,,,,,,,,,,,,,,,,
FBOK34,,,2025-04-25 18:47:16,,0,,,,,,,,,,,,,,,,,,,,,,,,,
IBMB34,,,2025-04-25 18:47:25,1326.0,80.03%,,,,,,,,,,,,,,,,,,,,,,,,,
LILY34,,,2025-04-25 18:47:35,167.02000427246094,31.34%,,,,,,,,,,,,,,,,,,,,,,,,,
MCDC34,,,2025-04-25 18:47:48,89.26000213623047,42.14%,,,,,,,,,,,,,,,,,,,,,,,,,
MFII11,,,2025-04-25 18:47:58,87.19999694824219,105.77%,,,,,,,,,,,,,,,,,,,,,,,,,
MSBR34,,,2025-04-25 18:48:10,131.74000549316406,29.31%,,,,,,,,,,,,,,,,,,,,,,,,,
NFLX34,,,2025-04-25 18:48:24,124.66000366210938,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
PEPB34,,,2025-04-25 18:48:38,50.59000015258789,55.97%,,,,,,,,,,,,,,,,,,,,,,,,,
SLBG34,,,2025-04-25 18:48:50,99.0,35.97%,,,,,,,,,,,,,,,,,,,,,,,,,
UPSS34,,,2025-04-25 18:49:03,34.56999969482422,67.60%,,,,,,,,,,,,,,,,,,,,,,,,,
USBC34,,,2025-04-25 18:49:15,56.81999969482422,49.51%,,,,,,,,,,,,,,,,,,,,,,,,,
GUAR3,,,2025-04-25 18:49:27,8.109999656677246,25.52%,0.47,10.82,17.28,0.75,,4.35,0.02,1.215,58.98,2.44,12.61,3.76,,1.48,0.2,1.23,0.71,152.3,27.31,1.97,498.0,2.84,19.3,1.53,7.91
ACNB34,,,2025-04-25 18:49:38,1666.5699462890625,33.76%,,,,,,,,,,,,,,,,,,,,,,,,,
BONY34,,,2025-04-25 18:49:47,438.239990234375,20.89%,,,,,,,,,,,,,,,,,,,,,,,,,
DHER34,,,2025-04-25 18:49:58,39.88999938964844,15.37%,,,,,,,,,,,,,,,,,,,,,,,,,
IGBR3,,,2025-04-25 18:50:14,,0,,,,,,60.1,1.84,436.0,100.0,,,,,0.33,0.0,0.33,0.03,132.65,,352.0,246.0,224.0,,,
KMBB34,,,2025-04-25 18:50:27,753.8099975585938,47.40%,,,,,,,,,,,,,,,,,,,,,,,,,
METB34,,,2025-04-25 18:50:38,,25.93%,,,,,,,,,,,,,,,,,,,,,,,,,
TELB4,,,2025-04-25 18:50:51,8.989999771118164,0.00%,0.77,17.16,11.55,0.52,,4.49,0.02,288.0,52.16,16.07,69.64,16.07,,5.65,1.35,5.65,0.1,175.98,47.35,55.0,1.193,1.461,4.8,0.21,4.46
TGTB34,,,2025-04-25 18:51:00,549.0,35.22%,,,,,,,,,,,,,,,,,,,,,,,,,
WHRL3,,,2025-04-25 18:51:12,4.070000171661377,73.00%,0.6,1.79,6.55,2.21,,33.79,0.09,1.216,17.09,7.04,9.41,7.64,,1.05,0.48,0.84,1.22,292.08,7.03,1.091,2.286,377.0,8.61,0.69,8.01
AVON34,,,2025-04-25 18:51:28,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BMYB34,,,2025-04-25 18:51:40,268.0,71.43%,,,,,,,,,,,,,,,,,,,,,,,,,
COLG34,,,2025-04-25 18:51:52,76.4000015258789,56.09%,,,,,,,,,,,,,,,,,,,,,,,,,
COTY34,,,2025-04-25 18:52:06,14.229999542236328,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY34,,,2025-04-25 18:52:17,185.9199981689453,19.23%,,,,,,,,,,,,,,,,,,,,,,,,,
FCXO34,,,2025-04-25 18:52:31,71.19999694824219,34.52%,,,,,,,,,,,,,,,,,,,,,,,,,
FDXB34,,,2025-04-25 18:52:44,1223.739990234375,23.62%,,,,,,,,,,,,,,,,,,,,,,,,,
GDBR34,,,2025-04-25 18:52:56,1523.0,31.03%,,,,,,,,,,,,,,,,,,,,,,,,,
HSHY34,,,2025-04-25 18:53:09,,35.57%,,,,,,,,,,,,,,,,,,,,,,,,,
MDLZ34,,,2025-04-25 18:53:22,186.74000549316406,36.97%,,,,,,,,,,,,,,,,,,,,,,,,,
MOSC34,,,2025-04-25 18:53:34,27.360000610351562,107.76%,,,,,,,,,,,,,,,,,,,,,,,,,
QCOM34,,,2025-04-25 18:53:47,68.0,25.46%,,,,,,,,,,,,,,,,,,,,,,,,,
TEXA34,,,2025-04-25 18:53:57,61.900001525878906,69.57%,,,,,,,,,,,,,,,,,,,,,,,,,
TIFF34,,,2025-04-25 18:54:24,,0,,,,,,,,,,,,,,,,,,,,,,,,,
UTEC34,,,2025-04-25 18:54:41,,0,,,,,,,,,,,,,,,,,,,,,,,,,
WUNI34,,,2025-04-25 18:54:55,56.279998779296875,24.54%,,,,,,,,,,,,,,,,,,,,,,,,,
XRXB34,,,2025-04-25 18:55:07,23.6200008392334,93.71%,,,,,,,,,,,,,,,,,,,,,,,,,
SHUL4,,,2025-04-25 18:55:19,5.539999961853027,66.52%,0.71,3.98,7.7,1.38,,17.91,0.1,359.0,25.81,13.11,18.47,14.75,,3.16,0.05,2.41,0.75,82.66,7.28,749.0,60.0,1.109,5.44,0.81,14.92
ATOM3,,,2025-04-25 18:55:34,,0,,,,,,,,,,,,,,,,,,,,,,,,,
KHCB34,,,2025-04-25 18:55:48,42.08000183105469,50.30%,,,,,,,,,,,,,,,,,,,,,,,,,
TIET11,,,2025-04-25 18:56:04,,0,,,,,,,,,,,,,,,,,,,,,,,,,
SAPR4,,,2025-04-25 18:56:14,5.920000076293945,32.95%,1.02,7.17,5.63,0.8,,14.27,0.08,2.936,57.79,22.57,42.88,30.4,,1.78,0.97,1.74,0.33,89.39,13.57,6.631,4.83,1.445,4.53,1.57,34.7
CRIV4,,,2025-04-25 18:56:24,,0,,,,,,2.13,0.0,,20.26,1.11,,0.43,,,,,0.12,,,,,,,,
RPMG3,,,2025-04-25 18:56:37,2.9000000953674316,0.00%,15.38,96.17,0.19,0.03,,15.99,0.12,1.241,11.01,14.91,17.76,14.91,,0.82,0.01,0.6,0.8,233.49,128.42,,,1.808,103.17,18.81,18.23
BRSR3,,,2025-04-25 18:56:45,11.880000114440918,28.62%,2.24,25.45,5.33,0.47,,8.8,0.01,,35.76,5.32,,6.38,,,,,0.12,,359.31,,,,42.1,,
DOMC11,,,2025-04-25 18:56:58,,0,,,,,,,,,,,,,,,,,,,,,,,,,
ENGI11,,,2025-04-25 18:57:12,45.5,--,1.66,7.55,27.22,5.97,,20.94,0.06,7.968,25.4,13.75,23.64,12.98,,1.23,0.06,1.22,0.44,248.56,33.71,35.117,26.556,3.362,14.73,2.67,18.12
SNSY5,,,2025-04-25 18:57:22,4.539999961853027,0.00%,2.96,255.09,1.54,0.02,,1.07,0.04,314.0,26.37,2.25,33.28,2.29,,0.92,0.06,0.45,1.71,127.76,71.43,206.0,184.0,30.0,122.44,38.49,31.44
DMMO3,,,2025-04-25 18:57:41,,0,,,,,,0.66,0.01,40.0,43.55,1.1,12.09,1.1,,2.25,1.03,2.08,1.17,151.28,,,,79.0,,,8.16
ABCB10,,,2025-04-25 18:57:54,,0,,,,,,,,,,,,,,,,,,,,,,,,,
ANIM3T,,,2025-04-25 18:58:04,,0,,,,,,,,,,,,,,,,,,,,,,,,,
AZEV4,,,2025-04-25 18:58:14,0.800000011920929,0.00%,0.45,0.23,1.69,3.3,,195.4,0.39,225.0,1.68,175.53,147.91,228.75,,0.4,0.01,0.35,0.22,404.64,1.16,109.0,106.0,188.0,0.26,0.45,174.05
BAHI3,,,2025-04-25 18:58:26,,0,,,,,,60.02,0.14,11.0,52.23,20.96,2.88,20.96,,0.32,0.1,0.32,0.67,326.41,,56.0,41.0,113.0,,,7.63
BALM4,,,2025-04-25 18:58:38,13.550000190734863,24.00%,3.23,18.16,4.2,0.75,,16.76,0.1,,61.63,15.05,,20.3,,2.83,0.23,1.99,0.68,64.24,29.25,16.0,61.0,136.0,19.84,3.67,18.51
BAUH4,,,2025-04-25 18:58:48,,17.31%,4.94,23.88,15.97,3.31,,20.71,0.14,24.0,24.84,10.45,9.88,8.98,,1.47,0.64,1.21,1.35,47.19,35.15,,,26.0,47.33,3.6,7.6
BDLL4,,,2025-04-25 18:59:00,,0.00%,19.33,139.96,0.49,0.07,,13.81,0.06,15.0,12.95,93.46,45.33,120.9,,0.48,0.04,0.39,0.06,343.41,340.68,183.0,165.0,256.0,20.68,10.41,50.34
BEES3,,,2025-04-25 18:59:12,8.619999885559082,50.44%,1.36,7.32,6.37,1.18,,18.53,0.01,,31.98,9.27,,12.87,,,,,0.13,,116.86,,,,14.64,,
BEES4,,,2025-04-25 18:59:24,8.75,50.44%,1.36,7.32,6.41,1.19,,18.53,0.01,,31.98,9.27,,12.87,,,,,0.13,,116.86,,,,14.64,,
BGIP4,,,2025-04-25 18:59:35,27.90999984741211,24.84%,7.51,41.49,3.68,0.67,,18.11,0.01,,38.64,11.39,,16.06,,0.98,,,0.11,,600.59,,,149.0,65.98,,
BMEB3,,,2025-04-25 18:59:47,30.0,41.28%,4.83,17.72,6.21,1.69,,26.95,0.02,,52.91,8.63,,9.73,,,,,0.23,,243.05,,,,56.41,,
BMEB4,,,2025-04-25 18:59:56,34.68000030517578,45.41%,7.18,19.92,4.61,1.66,,36.02,0.03,,57.84,12.22,,14.51,,,,,0.24,,248.88,,,,58.73,,
BMIN3,,,2025-04-25 19:00:08,17.549999237060547,85.45%,1.49,29.03,11.76,0.6,,5.13,0.01,,45.53,18.21,,29.65,,,,,0.08,,102.02,,,,8.18,,
BMIN4,,,2025-04-25 19:00:20,,93.99%,1.49,29.03,11.33,0.58,,5.13,0.01,,45.53,18.21,,29.65,,,,,0.08,,102.02,,,,8.18,,
BMKS3,,,2025-04-25 19:00:33,390.0,118.75%,33.06,444.3,11.76,0.88,,7.44,0.06,,30.62,99.81,,131.25,,21.21,19.56,20.36,0.06,14.85,510.26,4.0,161.0,170.0,33.13,5.36,16.18
BNBR3,,,2025-04-25 19:00:43,99.44999694824219,25.52%,23.73,141.35,4.19,0.7,,16.79,0.03,,47.5,28.21,,51.34,,,,,0.12,,708.85,,,,84.12,,
BOBR4,,,2025-04-25 19:00:53,1.6799999475479126,0.00%,0.28,0.0,5.93,458.1,,,0.08,240.0,41.02,4.73,15.6,6.47,,0.97,0.2,0.73,1.67,,3.54,377.0,261.0,17.0,5.92,0.82,13.83
BRIV3,,,2025-04-25 19:01:06,,0,0.08,18.92,158.85,0.68,,0.42,0.0,,12.7,0.22,,0.94,,,,,0.12,,312.27,,,,36.75,,
BRIV4,,,2025-04-25 19:01:16,,0,0.08,18.92,154.89,0.66,,0.42,0.0,,12.7,0.22,,0.94,,,,,0.12,,312.27,,,,36.75,,
BSLI4,,,2025-04-25 19:01:27,9.199999809265137,10.24%,0.73,9.27,13.11,1.03,,7.85,0.0,,33.23,2.31,,1.81,,,,,0.2,,153.33,,,,31.44,,
BTTL3,,,2025-04-25 19:01:46,,0,,,,,,,,,,,,,,,,,,,,,,,,,
CBEE3,,,2025-04-25 19:01:58,,0.00%,1.76,22.21,4.99,0.4,,7.94,0.03,1.809,16.99,7.67,20.7,1.06,,0.66,0.06,0.66,0.45,132.54,51.66,4.736,4.315,2.219,23.0,2.56,11.14
CEEB3,,,2025-04-25 19:02:07,37.88999938964844,41.63%,6.9,28.33,5.49,1.34,,24.35,0.06,4.941,30.04,10.94,29.89,13.35,,0.95,0.23,0.95,0.53,321.38,119.36,16.309,14.755,327.0,63.06,15.17,24.05
CEEB5,,,2025-04-25 19:02:18,,41.63%,6.9,28.33,5.22,1.27,,24.35,0.06,4.941,30.04,10.94,29.89,13.35,,0.95,0.23,0.95,0.53,321.38,119.36,16.309,14.755,327.0,63.06,15.17,24.05
CELP3,,,2025-04-25 19:02:32,,0,,,,,,,,,,,,,,,,,,,,,,,,,
CELP5,,,2025-04-25 19:02:47,,0,,,,,,,,,,,,,,,,,,,,,,,,,
CEPE5,,,2025-04-25 19:03:00,,0,,,,,,5.79,0.01,1.514,20.34,1.14,18.35,1.14,,1.03,0.27,1.03,0.58,781.95,,8.828,7.859,121.0,,,13.13
CGAS3,,,2025-04-25 19:03:10,,152.28%,13.53,8.56,9.25,14.62,,158.08,0.12,,21.51,11.61,,17.06,,1.44,0.6,1.4,0.99,,117.65,9.789,7.6,1.602,116.53,23.19,19.9
CPRE3T,,,2025-04-25 19:03:21,,0,,,,,,,,,,,,,,,,,,,,,,,,,
CRIV3,,,2025-04-25 19:03:33,,0,,,,,,2.13,0.0,,20.26,1.11,,0.43,,,,,0.12,,,,,,,,
CRPG5,,,2025-04-25 19:03:43,21.489999771118164,"3,532.35%",3.92,20.48,5.36,1.03,,19.13,0.13,5.0,1.95,17.2,0.65,4.74,,3.44,0.04,1.72,0.76,46.13,29.93,11.0,170.0,388.0,22.78,1.16,5.1
CRPG6,,,2025-04-25 19:03:56,20.100000381469727,"3,532.35%",3.92,20.48,5.1,0.98,,19.13,0.13,5.0,1.95,17.2,0.65,4.74,,3.44,0.04,1.72,0.76,46.13,29.93,11.0,170.0,388.0,22.78,1.16,5.1
CSRN3,,,2025-04-25 19:04:09,,0,,,,,,35.68,0.09,1.145,30.15,14.49,29.79,17.59,,1.47,0.39,1.47,0.64,282.96,,2.904,2.551,421.0,,,25.05
CTKA4,,,2025-04-25 19:04:22,35.0,0.00%,19.08,0.88,1.78,38.58,,,0.17,103.0,46.29,16.94,14.76,11.26,,1.74,0.04,1.07,0.99,,113.86,439.0,371.0,197.0,112.66,13.52,12.01
CTNM3,,,2025-04-25 19:04:31,,0.00%,15.47,7.84,0.46,0.91,,186.32,0.26,294.0,2.07,70.52,24.44,68.77,,0.49,0.08,0.3,0.36,624.99,107.68,1.305,1.095,1.014,39.24,13.05,33.25
CTSA3,,,2025-04-25 19:04:42,1.1200000047683716,0.00%,4.4,4.7,0.26,0.24,,93.74,0.21,71.0,38.14,124.6,71.82,124.58,,0.3,0.02,0.13,0.17,349.49,21.12,217.0,210.0,211.0,3.53,2.91,82.33
CTSA4,,,2025-04-25 19:04:53,0.6499999761581421,0.00%,4.4,4.7,0.15,0.14,,93.74,0.21,71.0,38.14,124.6,71.82,124.58,,0.3,0.02,0.13,0.17,349.49,21.12,217.0,210.0,211.0,3.53,2.91,82.33
CVCB3T,,,2025-04-25 19:05:04,,0,,,,,,,,,,,,,,,,,,,,,,,,,
DOHL4,,,2025-04-25 19:05:13,3.759999990463257,0.00%,0.2,9.15,18.91,0.42,,2.22,0.02,3.0,20.71,2.45,0.61,2.5,,6.07,0.9,2.89,0.63,44.23,13.2,166.0,81.0,479.0,8.3,0.23,2.73
DTCY3,,,2025-04-25 19:05:26,3.5999999046325684,0.00%,0.1,0.11,35.67,32.66,,91.56,0.12,0.0,25.33,19.26,3.79,19.26,,1.99,0.59,1.99,0.61,684.16,0.88,0.0,2.0,4.0,0.53,0.06,10.69
EALT4,,,2025-04-25 19:05:43,14.220000267028809,2.51%,2.96,13.14,4.8,1.08,,22.51,0.11,125.0,29.66,11.79,22.17,14.44,,1.16,0.06,0.71,0.91,109.32,27.5,120.0,108.0,35.0,25.08,4.49,17.91
EKTR4,,,2025-04-25 19:05:53,53.869998931884766,231.76%,4.72,10.39,11.41,5.19,,45.45,0.08,2.417,26.82,9.81,25.91,14.2,,0.96,0.21,0.96,0.78,496.67,61.99,7.267,6.502,142.0,48.14,10.45,21.7
ELEK3,,,2025-04-25 19:06:08,,0,,,,,,,,,,,,,,,,,,,,,,,,,
EMAE4,,,2025-04-25 19:06:21,32.29999923706055,106.01%,1.48,32.07,21.94,1.01,,4.62,0.03,0.0,33.02,8.81,0.1,8.55,,5.04,2.33,5.03,0.3,76.18,56.49,,,539.0,16.82,0.27,1.58
ENGI3,,,2025-04-25 19:06:30,12.0,12.06%,1.66,7.55,7.34,1.61,,20.94,0.06,7.968,25.4,13.75,23.64,12.98,,1.23,0.06,1.22,0.44,248.56,33.71,35.117,26.556,3.362,14.73,2.67,18.12
ENMT3,,,2025-04-25 19:06:39,,59.26%,4.97,19.46,16.5,4.21,,25.54,0.08,,27.86,13.25,,14.82,,1.53,0.04,1.52,0.58,232.52,64.7,6.895,5.305,1.4,37.52,7.89,21.02
ESTR4,,,2025-04-25 19:06:48,3.700000047683716,0.00%,3.0,68.5,1.08,0.05,,4.38,0.07,,43.78,15.71,,15.71,,0.14,0.0,0.11,0.47,159.28,40.61,,,715.0,19.11,0.07,0.37
FESA3,,,2025-04-25 19:06:58,,74.28%,0.93,9.46,13.61,1.33,,9.81,0.07,366.0,21.07,14.65,16.4,14.3,,2.68,0.71,1.82,0.51,31.34,12.42,420.0,427.0,1.093,6.33,0.49,7.69
FNAM11,,,2025-04-25 19:07:07,0.33000001311302185,--,,,,,,,,,,,,,,,,,,,,,,,,,
FSRF11,,,2025-04-25 19:07:15,0.14000000059604645,--,,,,,,,,,,,,,,,,,,,,,,,,,
GPCP3,,,2025-04-25 19:07:29,,0,,,,,,,,,,,,,,,,,,,,,,,,,
HAGA4,,,2025-04-25 19:07:39,1.2200000286102295,0.00%,0.22,4.31,5.52,0.28,,5.0,0.04,,24.9,8.68,,10.14,,2.43,0.0,2.24,0.45,227.39,5.49,,,34.0,2.48,0.07,2.66
HBTS5,,,2025-04-25 19:07:48,27.100000381469727,185.60%,1.64,70.05,16.49,0.39,,2.34,0.01,8.0,61.02,28.3,15.68,7.45,,1.38,0.0,0.68,0.03,148.97,174.44,271.0,233.0,55.0,5.79,0.75,12.89
HETA4,,,2025-04-25 19:07:58,,0.00%,1.42,687.9,3.77,0.01,,0.21,0.06,3.0,100.0,17.56,84.73,25.74,,0.23,0.0,0.23,0.35,103.36,23.1,324.0,324.0,4.0,8.07,6.84,84.73
HOOT4,,,2025-04-25 19:08:07,2.7300000190734863,0.00%,4.42,3.29,0.62,0.83,,87.03,0.16,142.0,68.12,49.86,87.26,53.83,,0.53,0.1,0.5,0.33,635.13,27.15,,,71.0,8.86,7.21,81.4
IDVL3,,,2025-04-25 19:08:20,,0,,,,,,,,,,,,,,,,,,,,,,,,,
JBDU3,,,2025-04-25 19:08:37,,0,,,,,,,,,,,,,,,,,,,,,,,,,
JBDU4,,,2025-04-25 19:08:54,,0,,,,,,,,,,,,,,,,,,,,,,,,,
JOPA3,,,2025-04-25 19:09:04,22.0,19.50%,2.22,56.8,9.89,0.39,,3.78,0.01,123.0,21.13,1.31,5.58,2.28,,1.88,0.01,1.55,0.96,202.06,217.99,1.221,473.0,790.0,209.05,10.36,4.96
JOPA4,,,2025-04-25 19:09:14,,21.45%,2.22,56.8,10.79,0.42,,3.78,0.01,123.0,21.13,1.31,5.58,2.28,,1.88,0.01,1.55,0.96,202.06,217.99,1.221,473.0,790.0,209.05,10.36,4.96
KLBN3,,,2025-04-25 19:09:26,3.819999933242798,88.25%,0.3,1.08,12.86,3.54,,23.7,0.03,6.616,37.52,10.42,33.68,11.55,,1.93,0.94,1.48,0.33,587.62,9.61,39.704,32.174,6.655,3.18,0.73,22.89
MEND5,,,2025-04-25 19:09:44,,0,,,,,,,,,,,,,,,,,,,,,,,,,
MNDL3,,,2025-04-25 19:09:54,18.0,0.00%,0.38,16.5,49.37,1.15,,2.33,0.0,149.0,38.56,0.39,15.36,0.89,,0.84,0.0,0.54,0.67,784.58,146.0,500.0,497.0,115.0,97.77,13.45,13.76
MNPR3,,,2025-04-25 19:10:07,27.290000915527344,0.00%,1.69,43.92,16.11,0.62,,3.86,0.03,54.0,26.42,3.4,15.35,4.58,,0.36,0.0,0.32,0.95,220.15,52.82,,,382.0,49.98,6.48,12.97
MTSA4,,,2025-04-25 19:10:17,40.970001220703125,49.47%,3.47,52.26,11.6,0.77,,6.64,0.05,45.0,22.59,6.02,8.89,8.64,,4.94,1.97,3.25,0.91,20.97,63.22,,,337.0,57.68,3.67,6.36
MWET4,,,2025-04-25 19:10:27,,0.00%,15.98,12.73,0.77,0.97,,125.53,0.09,69.0,5.92,11.75,25.02,13.65,,0.88,0.0,0.66,0.79,,171.15,84.0,66.0,19.0,135.95,31.58,23.23
DMMO3T,,,2025-04-25 19:10:43,,0,,,,,,,,,,,,,,,,,,,,,,,,,
PEAB4,,,2025-04-25 19:10:54,,64.94%,2.17,47.4,23.04,1.05,,4.58,0.03,43.0,65.09,46.82,49.21,49.58,,5.21,0.08,5.21,0.07,38.27,65.54,113.0,60.0,187.0,4.64,1.65,35.65
PNVL3,,,2025-04-25 19:11:05,9.039999961853027,64.76%,0.7,8.21,12.8,1.09,,8.55,0.03,405.0,31.79,2.13,8.2,2.28,,1.7,0.07,0.73,1.46,173.54,22.46,1.235,1.022,827.0,32.87,1.3,3.95
PNVL4,,,2025-04-25 19:11:19,,0,0.7,8.21,26.54,2.27,,8.55,0.03,405.0,31.79,2.13,8.2,2.28,,1.7,0.07,0.73,1.46,173.54,22.46,1.235,1.022,827.0,32.87,1.3,3.95
RANI3,,,2025-04-25 19:11:30,7.480000019073486,41.21%,1.27,5.7,5.86,1.31,,22.28,0.08,513.0,38.43,18.71,31.53,12.75,,2.49,1.23,2.19,0.45,164.95,15.1,1.686,1.081,736.0,6.79,1.33,19.54
RANI4,,,2025-04-25 19:11:48,,0,,,,,,,,,,,,,,,,,,,,,,,,,
RCSL3,,,2025-04-25 19:11:57,2.890000104904175,0.00%,0.58,0.55,5.09,5.36,,112.83,0.42,14.0,8.52,99.32,68.87,99.32,,0.64,0.0,0.21,0.42,368.16,1.47,,,9.0,0.62,0.47,74.85
RCSL4,,,2025-04-25 19:12:08,1.4600000381469727,0.00%,0.58,0.55,2.58,2.71,,112.83,0.42,14.0,8.52,99.32,68.87,99.32,,0.64,0.0,0.21,0.42,368.16,1.47,,,9.0,0.62,0.47,74.85
REDE3,,,2025-04-25 19:12:20,6.5,83.38%,0.7,2.04,9.36,3.21,,30.96,0.07,,26.44,11.23,,12.71,,1.38,0.04,1.37,0.59,363.52,14.24,15.745,12.228,2.342,8.47,1.63,19.22
RPAD5,,,2025-04-25 19:12:34,6.599999904632568,331.96%,1.36,11.21,4.84,0.59,,12.17,0.12,131.0,,,,,,11.31,0.0,11.31,0.0,1.92,11.42,,,119.0,0.0,1.54,
RPAD6,,,2025-04-25 19:12:43,,0.00%,1.36,11.21,2.93,0.36,,12.17,0.12,131.0,,,,,,11.31,0.0,11.31,0.0,1.92,11.42,,,119.0,0.0,1.54,
SEER3T,,,2025-04-25 19:12:53,,0,,,,,,,,,,,,,,,,,,,,,,,,,
WLMM3,,,2025-04-25 19:13:06,,18.72%,3.55,21.23,7.6,1.27,,16.73,0.1,217.0,11.92,4.14,6.95,6.1,,2.4,0.11,1.13,2.38,69.58,36.02,371.0,285.0,471.0,85.78,5.8,6.76
WLMM4,,,2025-04-25 19:13:14,32.9900016784668,20.60%,3.55,21.23,9.28,1.55,,16.73,0.1,217.0,11.92,4.14,6.95,6.1,,2.4,0.11,1.13,2.38,69.58,36.02,371.0,285.0,471.0,85.78,5.8,6.76
